"","station_id","stationname","daytype","rides","date"
"19147",40350,"UIC-Halsted","W",3986,2018-06-20
"19183",40350,"UIC-Halsted","W",3310,2018-06-11
"19516",40350,"UIC-Halsted","A",1999,2018-04-14
"19563",40350,"UIC-Halsted","U",1391,2018-04-08
"19658",40350,"UIC-Halsted","W",6789,2018-04-16
"20007",40350,"UIC-Halsted","W",3401,2018-06-15
"20107",40350,"UIC-Halsted","W",3429,2018-06-22
"20224",40350,"UIC-Halsted","A",1837,2018-06-09
"20594",40350,"UIC-Halsted","W",3688,2018-06-12
"20848",40350,"UIC-Halsted","W",5355,2018-05-11
"21042",40350,"UIC-Halsted","W",5448,2018-05-10
"21154",40350,"UIC-Halsted","W",3224,2018-05-29
"21268",40350,"UIC-Halsted","A",1499,2018-06-02
"21337",40350,"UIC-Halsted","W",3177,2018-05-21
"21395",40350,"UIC-Halsted","W",6915,2018-04-05
"21537",40350,"UIC-Halsted","W",7155,2018-04-26
"21562",40350,"UIC-Halsted","U",1177,2018-06-03
"21678",40350,"UIC-Halsted","W",3849,2018-06-19
"21742",40350,"UIC-Halsted","W",7158,2018-04-19
"22174",40350,"UIC-Halsted","W",3466,2018-05-31
"22366",40350,"UIC-Halsted","U",1398,2018-04-22
"22393",40350,"UIC-Halsted","U",1200,2018-05-27
"22579",40350,"UIC-Halsted","W",3670,2018-06-14
"22763",40350,"UIC-Halsted","A",2087,2018-04-07
"23199",40350,"UIC-Halsted","U",1414,2018-06-24
"23292",40350,"UIC-Halsted","W",3409,2018-06-06
"23351",40350,"UIC-Halsted","W",3284,2018-05-14
"23451",40350,"UIC-Halsted","W",5458,2018-05-07
"23760",40350,"UIC-Halsted","A",1555,2018-06-30
"23861",40350,"UIC-Halsted","W",6814,2018-04-20
"23973",40350,"UIC-Halsted","U",1224,2018-04-15
"24038",40350,"UIC-Halsted","W",6815,2018-05-04
"24070",40350,"UIC-Halsted","A",1697,2018-05-12
"24121",40350,"UIC-Halsted","A",1945,2018-04-21
"24176",40350,"UIC-Halsted","U",1281,2018-05-13
"24437",40350,"UIC-Halsted","W",3484,2018-06-07
"24506",40350,"UIC-Halsted","W",5746,2018-05-09
"24544",40350,"UIC-Halsted","W",6808,2018-04-09
"25012",40350,"UIC-Halsted","U",1494,2018-05-06
"25046",40350,"UIC-Halsted","W",3299,2018-06-01
"25131",40350,"UIC-Halsted","W",3668,2018-06-29
"25351",40350,"UIC-Halsted","W",3805,2018-06-26
"25702",40350,"UIC-Halsted","W",3424,2018-06-18
"25921",40350,"UIC-Halsted","W",3311,2018-05-17
"25990",40350,"UIC-Halsted","A",2132,2018-05-05
"26036",40350,"UIC-Halsted","W",7326,2018-04-18
"26415",40350,"UIC-Halsted","A",1666,2018-06-16
"26439",40350,"UIC-Halsted","W",3226,2018-05-25
"26702",40350,"UIC-Halsted","W",3638,2018-06-25
"26800",40350,"UIC-Halsted","W",5311,2018-05-08
"26806",40350,"UIC-Halsted","W",6800,2018-04-03
"26813",40350,"UIC-Halsted","W",3938,2018-06-28
"26827",40350,"UIC-Halsted","W",6718,2018-05-03
"26932",40350,"UIC-Halsted","U",1138,2018-06-10
"27028",40350,"UIC-Halsted","W",3446,2018-05-22
"27319",40350,"UIC-Halsted","W",6749,2018-04-02
"27375",40350,"UIC-Halsted","W",3237,2018-05-30
"27457",40350,"UIC-Halsted","W",6887,2018-04-23
"27471",40350,"UIC-Halsted","W",7098,2018-04-17
"27624",40350,"UIC-Halsted","U",1075,2018-04-01
"27634",40350,"UIC-Halsted","A",1442,2018-05-19
"27813",40350,"UIC-Halsted","W",7105,2018-04-10
"27927",40350,"UIC-Halsted","W",6840,2018-04-13
"28480",40350,"UIC-Halsted","U",1048,2018-05-28
"28615",40350,"UIC-Halsted","W",7057,2018-04-30
"28657",40350,"UIC-Halsted","W",6748,2018-04-27
"28710",40350,"UIC-Halsted","A",1570,2018-05-26
"28715",40350,"UIC-Halsted","A",2069,2018-04-28
"28750",40350,"UIC-Halsted","U",1271,2018-06-17
"28792",40350,"UIC-Halsted","W",3410,2018-06-05
"28869",40350,"UIC-Halsted","W",3433,2018-05-16
"28897",40350,"UIC-Halsted","A",1557,2018-06-23
"29484",40350,"UIC-Halsted","W",3612,2018-06-13
"29706",40350,"UIC-Halsted","W",3428,2018-05-23
"30048",40350,"UIC-Halsted","W",3609,2018-05-15
"30085",40350,"UIC-Halsted","W",3557,2018-05-24
"30178",40350,"UIC-Halsted","W",7177,2018-05-01
"30210",40350,"UIC-Halsted","W",7120,2018-05-02
"30259",40350,"UIC-Halsted","U",1576,2018-04-29
"31653",40350,"UIC-Halsted","U",1074,2018-07-01
"31654",40350,"UIC-Halsted","W",3457,2018-07-02
"31655",40350,"UIC-Halsted","W",3533,2018-07-03
"31656",40350,"UIC-Halsted","U",1114,2018-07-04
"31657",40350,"UIC-Halsted","W",3008,2018-07-05
"31658",40350,"UIC-Halsted","W",3140,2018-07-06
"31659",40350,"UIC-Halsted","A",1529,2018-07-07
"31660",40350,"UIC-Halsted","U",1243,2018-07-08
"31661",40350,"UIC-Halsted","W",3706,2018-07-09
"31662",40350,"UIC-Halsted","W",3836,2018-07-10
"31663",40350,"UIC-Halsted","W",4058,2018-07-11
"31664",40350,"UIC-Halsted","W",3990,2018-07-12
"31665",40350,"UIC-Halsted","W",3837,2018-07-13
"31666",40350,"UIC-Halsted","A",1427,2018-07-14
"31667",40350,"UIC-Halsted","U",1325,2018-07-15
"31668",40350,"UIC-Halsted","W",3738,2018-07-16
"31669",40350,"UIC-Halsted","W",3941,2018-07-17
"31670",40350,"UIC-Halsted","W",3938,2018-07-18
"31671",40350,"UIC-Halsted","W",3880,2018-07-19
"31672",40350,"UIC-Halsted","W",3665,2018-07-20
"31673",40350,"UIC-Halsted","A",1534,2018-07-21
"31674",40350,"UIC-Halsted","U",1246,2018-07-22
"31675",40350,"UIC-Halsted","W",3846,2018-07-23
"31676",40350,"UIC-Halsted","W",4065,2018-07-24
"31677",40350,"UIC-Halsted","W",4179,2018-07-25
"31678",40350,"UIC-Halsted","W",3977,2018-07-26
"31679",40350,"UIC-Halsted","W",3685,2018-07-27
"31680",40350,"UIC-Halsted","A",1556,2018-07-28
"31681",40350,"UIC-Halsted","U",1266,2018-07-29
"31682",40350,"UIC-Halsted","W",3462,2018-07-30
"31683",40350,"UIC-Halsted","W",3602,2018-07-31
"36127",40350,"UIC-Halsted","W",3802,2018-08-01
"36128",40350,"UIC-Halsted","W",3907,2018-08-02
"36129",40350,"UIC-Halsted","W",3571,2018-08-03
"36130",40350,"UIC-Halsted","A",1588,2018-08-04
"36131",40350,"UIC-Halsted","U",1303,2018-08-05
"36132",40350,"UIC-Halsted","W",3270,2018-08-06
"36133",40350,"UIC-Halsted","W",3311,2018-08-07
"36134",40350,"UIC-Halsted","W",3452,2018-08-08
"36135",40350,"UIC-Halsted","W",3377,2018-08-09
"36136",40350,"UIC-Halsted","W",3296,2018-08-10
"36137",40350,"UIC-Halsted","A",1498,2018-08-11
"36138",40350,"UIC-Halsted","U",1177,2018-08-12
"36139",40350,"UIC-Halsted","W",3103,2018-08-13
"36140",40350,"UIC-Halsted","W",3163,2018-08-14
"36141",40350,"UIC-Halsted","W",3174,2018-08-15
"36142",40350,"UIC-Halsted","W",3376,2018-08-16
"36143",40350,"UIC-Halsted","W",3097,2018-08-17
"36144",40350,"UIC-Halsted","A",1558,2018-08-18
"36145",40350,"UIC-Halsted","U",1241,2018-08-19
"36146",40350,"UIC-Halsted","W",3186,2018-08-20
"36147",40350,"UIC-Halsted","W",3201,2018-08-21
"36148",40350,"UIC-Halsted","W",3936,2018-08-22
"36149",40350,"UIC-Halsted","W",4283,2018-08-23
"36150",40350,"UIC-Halsted","W",4288,2018-08-24
"36151",40350,"UIC-Halsted","A",3151,2018-08-25
"36152",40350,"UIC-Halsted","U",2622,2018-08-26
"36153",40350,"UIC-Halsted","W",8924,2018-08-27
"36154",40350,"UIC-Halsted","W",8836,2018-08-28
"36155",40350,"UIC-Halsted","W",9164,2018-08-29
"36156",40350,"UIC-Halsted","W",9159,2018-08-30
"36157",40350,"UIC-Halsted","W",8408,2018-08-31
"40558",40350,"UIC-Halsted","A",1945,2018-09-01
"40559",40350,"UIC-Halsted","U",1736,2018-09-02
"40560",40350,"UIC-Halsted","U",1377,2018-09-03
"40561",40350,"UIC-Halsted","W",8778,2018-09-04
"40562",40350,"UIC-Halsted","W",9225,2018-09-05
"40563",40350,"UIC-Halsted","W",8984,2018-09-06
"40564",40350,"UIC-Halsted","W",8585,2018-09-07
"40565",40350,"UIC-Halsted","A",2515,2018-09-08
"40566",40350,"UIC-Halsted","U",1678,2018-09-09
"40567",40350,"UIC-Halsted","W",9097,2018-09-10
"40568",40350,"UIC-Halsted","W",9029,2018-09-11
"40569",40350,"UIC-Halsted","W",9375,2018-09-12
"40570",40350,"UIC-Halsted","W",9208,2018-09-13
"40571",40350,"UIC-Halsted","W",8983,2018-09-14
"40572",40350,"UIC-Halsted","A",2497,2018-09-15
"40573",40350,"UIC-Halsted","U",1647,2018-09-16
"40574",40350,"UIC-Halsted","W",9157,2018-09-17
"40575",40350,"UIC-Halsted","W",8905,2018-09-18
"40576",40350,"UIC-Halsted","W",9104,2018-09-19
"40577",40350,"UIC-Halsted","W",9067,2018-09-20
"40578",40350,"UIC-Halsted","W",8569,2018-09-21
"40579",40350,"UIC-Halsted","A",2868,2018-09-22
"40580",40350,"UIC-Halsted","U",1772,2018-09-23
"40581",40350,"UIC-Halsted","W",9155,2018-09-24
"40582",40350,"UIC-Halsted","W",9078,2018-09-25
"40583",40350,"UIC-Halsted","W",9270,2018-09-26
"40584",40350,"UIC-Halsted","W",9074,2018-09-27
"40585",40350,"UIC-Halsted","W",8655,2018-09-28
"40586",40350,"UIC-Halsted","A",2760,2018-09-29
"40587",40350,"UIC-Halsted","U",1826,2018-09-30
"44925",40350,"UIC-Halsted","W",9026,2018-10-01
"44926",40350,"UIC-Halsted","W",8966,2018-10-02
"44927",40350,"UIC-Halsted","W",9378,2018-10-03
"44928",40350,"UIC-Halsted","W",9041,2018-10-04
"44929",40350,"UIC-Halsted","W",8276,2018-10-05
"44930",40350,"UIC-Halsted","A",2495,2018-10-06
"44931",40350,"UIC-Halsted","U",7061,2018-10-07
"44932",40350,"UIC-Halsted","W",8455,2018-10-08
"44933",40350,"UIC-Halsted","W",9086,2018-10-09
"44934",40350,"UIC-Halsted","W",9080,2018-10-10
"44935",40350,"UIC-Halsted","W",8911,2018-10-11
"44936",40350,"UIC-Halsted","W",8549,2018-10-12
"44937",40350,"UIC-Halsted","A",2545,2018-10-13
"44938",40350,"UIC-Halsted","U",1890,2018-10-14
"44939",40350,"UIC-Halsted","W",8856,2018-10-15
"44940",40350,"UIC-Halsted","W",8949,2018-10-16
"44941",40350,"UIC-Halsted","W",9195,2018-10-17
"44942",40350,"UIC-Halsted","W",9206,2018-10-18
"44943",40350,"UIC-Halsted","W",8567,2018-10-19
"44944",40350,"UIC-Halsted","A",2642,2018-10-20
"44945",40350,"UIC-Halsted","U",1729,2018-10-21
"44946",40350,"UIC-Halsted","W",8787,2018-10-22
"44947",40350,"UIC-Halsted","W",8800,2018-10-23
"44948",40350,"UIC-Halsted","W",9000,2018-10-24
"44949",40350,"UIC-Halsted","W",8856,2018-10-25
"44950",40350,"UIC-Halsted","W",8505,2018-10-26
"44951",40350,"UIC-Halsted","A",2542,2018-10-27
"44952",40350,"UIC-Halsted","U",1578,2018-10-28
"44953",40350,"UIC-Halsted","W",8722,2018-10-29
"44954",40350,"UIC-Halsted","W",8703,2018-10-30
"44955",40350,"UIC-Halsted","W",8982,2018-10-31
"49269",40350,"UIC-Halsted","W",8727,2018-11-01
"49270",40350,"UIC-Halsted","W",8611,2018-11-02
"49271",40350,"UIC-Halsted","A",2494,2018-11-03
"49272",40350,"UIC-Halsted","U",1959,2018-11-04
"49273",40350,"UIC-Halsted","W",8815,2018-11-05
"49274",40350,"UIC-Halsted","W",8648,2018-11-06
"49275",40350,"UIC-Halsted","W",8913,2018-11-07
"49276",40350,"UIC-Halsted","W",8609,2018-11-08
"49277",40350,"UIC-Halsted","W",8131,2018-11-09
"49278",40350,"UIC-Halsted","A",2300,2018-11-10
"49279",40350,"UIC-Halsted","U",1581,2018-11-11
"49280",40350,"UIC-Halsted","W",8047,2018-11-12
"49281",40350,"UIC-Halsted","W",8482,2018-11-13
"49282",40350,"UIC-Halsted","W",8784,2018-11-14
"49283",40350,"UIC-Halsted","W",8483,2018-11-15
"49284",40350,"UIC-Halsted","W",8464,2018-11-16
"49285",40350,"UIC-Halsted","A",2759,2018-11-17
"49286",40350,"UIC-Halsted","U",1789,2018-11-18
"49287",40350,"UIC-Halsted","W",8342,2018-11-19
"49288",40350,"UIC-Halsted","W",8037,2018-11-20
"49289",40350,"UIC-Halsted","W",6752,2018-11-21
"49290",40350,"UIC-Halsted","U",1170,2018-11-22
"49291",40350,"UIC-Halsted","W",1520,2018-11-23
"49292",40350,"UIC-Halsted","A",1433,2018-11-24
"49293",40350,"UIC-Halsted","U",1219,2018-11-25
"49294",40350,"UIC-Halsted","W",6709,2018-11-26
"49295",40350,"UIC-Halsted","W",8184,2018-11-27
"49296",40350,"UIC-Halsted","W",8641,2018-11-28
"49297",40350,"UIC-Halsted","W",8591,2018-11-29
"49298",40350,"UIC-Halsted","W",8192,2018-11-30
"53646",40350,"UIC-Halsted","A",2154,2018-12-01
"53647",40350,"UIC-Halsted","U",1472,2018-12-02
"53648",40350,"UIC-Halsted","W",8319,2018-12-03
"53649",40350,"UIC-Halsted","W",8128,2018-12-04
"53650",40350,"UIC-Halsted","W",8326,2018-12-05
"53651",40350,"UIC-Halsted","W",7993,2018-12-06
"53652",40350,"UIC-Halsted","W",7729,2018-12-07
"53653",40350,"UIC-Halsted","A",2153,2018-12-08
"53654",40350,"UIC-Halsted","U",1491,2018-12-09
"53655",40350,"UIC-Halsted","W",6098,2018-12-10
"53656",40350,"UIC-Halsted","W",6143,2018-12-11
"53657",40350,"UIC-Halsted","W",5932,2018-12-12
"53658",40350,"UIC-Halsted","W",5912,2018-12-13
"53659",40350,"UIC-Halsted","W",5449,2018-12-14
"53660",40350,"UIC-Halsted","A",2008,2018-12-15
"53661",40350,"UIC-Halsted","U",1426,2018-12-16
"53662",40350,"UIC-Halsted","W",3409,2018-12-17
"53663",40350,"UIC-Halsted","W",3473,2018-12-18
"53664",40350,"UIC-Halsted","W",3292,2018-12-19
"53665",40350,"UIC-Halsted","W",3009,2018-12-20
"53666",40350,"UIC-Halsted","W",2701,2018-12-21
"53667",40350,"UIC-Halsted","A",1192,2018-12-22
"53668",40350,"UIC-Halsted","U",961,2018-12-23
"53669",40350,"UIC-Halsted","W",907,2018-12-24
"53670",40350,"UIC-Halsted","U",413,2018-12-25
"53671",40350,"UIC-Halsted","W",1410,2018-12-26
"53672",40350,"UIC-Halsted","W",1595,2018-12-27
"53673",40350,"UIC-Halsted","W",1664,2018-12-28
"53674",40350,"UIC-Halsted","A",988,2018-12-29
"53675",40350,"UIC-Halsted","U",878,2018-12-30
"53676",40350,"UIC-Halsted","W",1266,2018-12-31
"58123",40350,"UIC-Halsted","U",981,2019-01-01
"58124",40350,"UIC-Halsted","W",2376,2019-01-02
"58125",40350,"UIC-Halsted","W",2495,2019-01-03
"58126",40350,"UIC-Halsted","W",2496,2019-01-04
"58127",40350,"UIC-Halsted","A",1209,2019-01-05
"58128",40350,"UIC-Halsted","U",925,2019-01-06
"58129",40350,"UIC-Halsted","W",3029,2019-01-07
"58130",40350,"UIC-Halsted","W",3057,2019-01-08
"58131",40350,"UIC-Halsted","W",3180,2019-01-09
"58132",40350,"UIC-Halsted","W",3282,2019-01-10
"58133",40350,"UIC-Halsted","W",3270,2019-01-11
"58134",40350,"UIC-Halsted","A",1361,2019-01-12
"58135",40350,"UIC-Halsted","U",1270,2019-01-13
"58136",40350,"UIC-Halsted","W",8054,2019-01-14
"58137",40350,"UIC-Halsted","W",7774,2019-01-15
"58138",40350,"UIC-Halsted","W",8081,2019-01-16
"58139",40350,"UIC-Halsted","W",7757,2019-01-17
"58140",40350,"UIC-Halsted","W",7392,2019-01-18
"58141",40350,"UIC-Halsted","A",1489,2019-01-19
"58142",40350,"UIC-Halsted","U",1192,2019-01-20
"58143",40350,"UIC-Halsted","W",1991,2019-01-21
"58144",40350,"UIC-Halsted","W",7642,2019-01-22
"58145",40350,"UIC-Halsted","W",8070,2019-01-23
"58146",40350,"UIC-Halsted","W",7657,2019-01-24
"58147",40350,"UIC-Halsted","W",6371,2019-01-25
"58148",40350,"UIC-Halsted","A",1633,2019-01-26
"58149",40350,"UIC-Halsted","U",1142,2019-01-27
"58150",40350,"UIC-Halsted","W",7244,2019-01-28
"58151",40350,"UIC-Halsted","W",6160,2019-01-29
"58152",40350,"UIC-Halsted","W",395,2019-01-30
"58153",40350,"UIC-Halsted","W",1025,2019-01-31
"62474",40350,"UIC-Halsted","W",6994,2019-02-01
"62475",40350,"UIC-Halsted","A",1977,2019-02-02
"62476",40350,"UIC-Halsted","U",1443,2019-02-03
"62477",40350,"UIC-Halsted","W",7998,2019-02-04
"62478",40350,"UIC-Halsted","W",7864,2019-02-05
"62479",40350,"UIC-Halsted","W",7972,2019-02-06
"62480",40350,"UIC-Halsted","W",7851,2019-02-07
"62481",40350,"UIC-Halsted","W",6990,2019-02-08
"62482",40350,"UIC-Halsted","A",1788,2019-02-09
"62483",40350,"UIC-Halsted","U",1254,2019-02-10
"62484",40350,"UIC-Halsted","W",7779,2019-02-11
"62485",40350,"UIC-Halsted","W",7610,2019-02-12
"62486",40350,"UIC-Halsted","W",8031,2019-02-13
"62487",40350,"UIC-Halsted","W",7890,2019-02-14
"62488",40350,"UIC-Halsted","W",7138,2019-02-15
"62489",40350,"UIC-Halsted","A",1940,2019-02-16
"62490",40350,"UIC-Halsted","U",1248,2019-02-17
"62491",40350,"UIC-Halsted","W",6864,2019-02-18
"62492",40350,"UIC-Halsted","W",7664,2019-02-19
"62493",40350,"UIC-Halsted","W",7889,2019-02-20
"62494",40350,"UIC-Halsted","W",7641,2019-02-21
"62495",40350,"UIC-Halsted","W",7234,2019-02-22
"62496",40350,"UIC-Halsted","A",1815,2019-02-23
"62497",40350,"UIC-Halsted","U",1228,2019-02-24
"62498",40350,"UIC-Halsted","W",7406,2019-02-25
"62499",40350,"UIC-Halsted","W",7239,2019-02-26
"62500",40350,"UIC-Halsted","W",7632,2019-02-27
"62501",40350,"UIC-Halsted","W",7426,2019-02-28
"66574",40350,"UIC-Halsted","W",7127,2019-03-01
"66575",40350,"UIC-Halsted","A",1831,2019-03-02
"66576",40350,"UIC-Halsted","U",1260,2019-03-03
"66577",40350,"UIC-Halsted","W",6993,2019-03-04
"66578",40350,"UIC-Halsted","W",7212,2019-03-05
"66579",40350,"UIC-Halsted","W",7543,2019-03-06
"66580",40350,"UIC-Halsted","W",7416,2019-03-07
"66581",40350,"UIC-Halsted","W",7018,2019-03-08
"66582",40350,"UIC-Halsted","A",1754,2019-03-09
"66583",40350,"UIC-Halsted","U",1296,2019-03-10
"66584",40350,"UIC-Halsted","W",7410,2019-03-11
"66585",40350,"UIC-Halsted","W",7638,2019-03-12
"66586",40350,"UIC-Halsted","W",7880,2019-03-13
"66587",40350,"UIC-Halsted","W",7485,2019-03-14
"66588",40350,"UIC-Halsted","W",7301,2019-03-15
"66589",40350,"UIC-Halsted","A",3527,2019-03-16
"66590",40350,"UIC-Halsted","U",1573,2019-03-17
"66591",40350,"UIC-Halsted","W",7530,2019-03-18
"66592",40350,"UIC-Halsted","W",6897,2019-03-19
"66593",40350,"UIC-Halsted","W",7190,2019-03-20
"66594",40350,"UIC-Halsted","W",6617,2019-03-21
"66595",40350,"UIC-Halsted","W",6175,2019-03-22
"66596",40350,"UIC-Halsted","A",1984,2019-03-23
"66597",40350,"UIC-Halsted","U",1375,2019-03-24
"66598",40350,"UIC-Halsted","W",3142,2019-03-25
"66599",40350,"UIC-Halsted","W",3268,2019-03-26
"66600",40350,"UIC-Halsted","W",3399,2019-03-27
